Journal Report 1 (R4),Number of Successful Full-Text Article Requests by Month and Journal,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,
2018-01-01 to 2018-07-31,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Reporting Period Total,Reporting Period HTML,Reporting Period PDF,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18
Physiological Entomology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3032,PHEN,0307-6962,1365-3032,142,48,94,21,18,21,24,19,30,9
Physiological Reports,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2051-817X,PHY2,2051-817X,2051-817X,79,37,42,3,8,13,16,21,11,7
Physiological Reports,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2051817X, ,2051-817X,2051-817X,0,0,0,0,0,0,0,0,0,0
Physiotherapy Research International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1471-2865,PRI,1358-2267,1471-2865,10,4,6,2,0,0,2,3,0,3
Phytochemical Analysis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1565,PCA,0958-0344,1099-1565,55,19,36,5,10,7,8,8,10,7
Phytotherapy Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1573,PTR,0951-418X,1099-1573,146,57,89,24,15,28,15,20,24,20
Pigment Cell & Melanoma Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1755-148X,PCMR,1755-1471,1755-148X,140,76,64,38,15,24,21,23,9,10
Pigment Cell Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0749,PCMR,0893-5785,1600-0749,34,6,28,10,0,1,7,4,9,3
Plant Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1438-8677,PLB,1435-8603,1438-8677,199,70,129,28,35,46,26,19,26,19
Plant Biotechnology Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-7652,PBI,1467-7644,1467-7652,947,456,491,127,129,195,158,125,110,103
Plant Breeding,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0523,PBR,0179-9541,1439-0523,195,73,122,26,46,24,30,31,27,11
Plant Direct,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2475-4455,PLD3,2475-4455,2475-4455,139,80,59,27,20,28,11,18,16,19
Plant Pathology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3059,PPA,0032-0862,1365-3059,647,339,308,120,116,95,86,96,77,57
Plant Species Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-1984,PSBI,0913-557X,1442-1984,43,19,24,6,9,7,6,8,2,5
"Plant, Cell & Environment",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3040,PCE,0140-7791,1365-3040,1192,573,619,183,193,184,165,177,158,132
Plant/Operations Progress,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1549-4632,PRS,0278-4513,1549-4632,1,0,1,0,0,0,1,0,0,0
Plasma Processes and Polymers,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1612-8869,2410,1612-8850,1612-8869,61,20,41,19,0,7,7,3,21,4
Plastics Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1941-9635,PENG,0091-9578,1941-9635,0,0,0,0,0,0,0,0,0,0
PM&R,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-1563,PMRJ,1934-1482,1934-1563,0,0,0,0,0,0,0,0,0,0
Poe Newsletter,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-6095c,POES,0032-1877,1754-6095,0,0,0,0,0,0,0,0,0,0
Poe Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-6095,POES,1947-4644,1754-6095,0,0,0,0,0,0,0,0,0,0
Poe Studies - Old Series,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-6095b,POES,0090-5224,1754-6095,0,0,0,0,0,0,0,0,0,0
Poe Studies/Dark Romanticism,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-6095a,POES,1543-1789,1754-6095,4,0,4,0,0,0,3,1,0,0
Polar Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-8369,POR,0800-0395,1751-8369,2,0,2,0,1,0,0,1,0,0
PoLAR: Political and Legal Anthropology Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1555-2934,PLAR,1081-6976,1555-2934,176,73,103,16,15,30,19,29,8,59
Policy & Internet,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-2866,POI3,1944-2866,1944-2866,48,20,28,0,8,21,3,9,0,7
Policy Studies Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1541-0072,PSJ,0190-292X,1541-0072,129,61,68,20,16,18,34,25,7,9
Political Insight,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-9066,PINS,2041-9058,2041-9066,3,2,1,0,0,1,0,2,0,0
Political Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9221,POPS,0162-895X,1467-9221,247,103,144,26,39,36,34,57,24,31
Political Science Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1538-165X,POLQ,0032-3195,1538-165X,92,28,64,3,10,15,28,22,7,7
Political Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9248,POST,0032-3217,1467-9248,70,25,45,9,7,24,14,10,5,1
Political Studies Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1478-9302,PSR,1478-9299,1478-9302,16,9,7,2,1,5,6,1,0,1
Politics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9256,PONL,0263-3957,1467-9256,12,4,8,1,0,3,3,3,0,2
Politics & Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-1346,POLP,1555-5623,1747-1346,52,20,32,13,4,5,15,5,4,6
Polymer Composites,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1548-0569,PC,0272-8397,1548-0569,141,36,105,18,17,9,23,51,9,14
POLYMER CRYSTALLIZATION,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2573-7619,PCR2,2573-7619,2573-7619,0,0,0,0,0,0,0,0,0,0
Polymer Engineering & Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1548-2634,PEN,0032-3888,1548-2634,304,15,289,38,26,27,85,65,35,28
Polymer International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0126,PI,0959-8103,1097-0126,289,89,200,41,52,49,36,44,46,21
Polymers for Advanced Technologies,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1581,PAT,1042-7147,1099-1581,152,38,114,13,20,27,19,26,21,26
Population and Development Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1728-4457,PADR,0098-7921,1728-4457,176,72,104,19,17,28,38,38,19,17
Population Council Book Series,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2326-4624,PCB4,2326-4624,2326-4624,0,0,0,0,0,0,0,0,0,0
"Population, Space and Place",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1544-8452,PSP,1544-8444,1544-8452,90,38,52,4,5,20,18,27,9,7
Poverty & Public Policy,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-2858,POP4,1944-2858,1944-2858,46,22,24,4,10,10,6,8,4,4
Practical Diabetes,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2047-2900,PDI,2047-2897,2047-2900,10,3,7,1,2,0,3,0,2,2
Practical Diabetes International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1528-252X,PDI,1357-8170,1528-252X,27,6,21,0,1,1,1,16,3,5
Practical Neurology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1474-7766,PNR,1474-7758,1474-7766,0,0,0,0,0,0,0,0,0,0
Practice Development in Health Care,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1557-105X,PDH,1475-9861,1557-105X,0,0,0,0,0,0,0,0,0,0
Precision Radiation Oncology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2398-7324,PRO6,2398-7324,2398-7324,0,0,0,0,0,0,0,0,0,0
Prenatal Diagnosis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0223,PD,0197-3851,1097-0223,168,59,109,23,20,43,25,22,19,16
Prescriber,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1931-2253,PSB,0959-6682,1931-2253,48,0,48,7,9,6,8,8,7,3
Presidential Studies Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1741-5705,PSQ,0360-4918,1741-5705,57,29,28,5,8,6,20,6,0,12
Preventive Cardiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-7141,PRC,1520-037X,1751-7141,4,1,3,0,0,0,2,2,0,0
Proceedings of the African Futures Conference,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2573-508X,PAF2,2573-508X,2573-508X,1,0,1,0,0,1,0,0,0,0
Proceedings of the American Society for Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1550-8390,PRA2,0044-7870,1550-8390,18,5,13,2,0,3,3,3,5,2
Proceedings of the annual meeting - World Mariculture Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-7345c,JWAS,0164-0399,1749-7345,0,0,0,0,0,0,0,0,0,0
Proceedings of the annual workshop - World Mariculture Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-7345d,JWAS,1043-5166,1749-7345,0,0,0,0,0,0,0,0,0,0
Proceedings of the Aristotelian Society (Hardback),John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9264,PASH,0066-7374,1467-9264,6,0,6,1,0,1,1,1,0,2
Proceedings of the Association for Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2373-9231,PRA2,2373-9231,2373-9231,35,29,6,4,5,7,6,5,1,7
Proceedings of the Association of American Physicians,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1381,PAA,1081-650X,1525-1381,0,0,0,0,0,0,0,0,0,0
Proceedings of the Entomological Society of London,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3032d,PHEN,1472-0949,1365-3032,0,0,0,0,0,0,0,0,0,0
Proceedings of the International Society for Magnetic Resonance in Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1557-3672,PISM,1065-9889,1557-3672,0,0,0,0,0,0,0,0,0,0
Proceedings of the Linnean Society of London,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1095-8312a,PRLS,0370-0461,1095-8312,1,0,1,0,0,0,0,1,0,0
Proceedings of the London Mathematical Society,John Wiley and Sons,Wiley Online Library,10.1112/(ISSN)1460-244X,PLMS,0024-6115,1460-244X,102,1,101,8,7,38,13,15,13,8
Proceedings of the Philological Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-968Xa,TRPS,2050-5914,1467-968X,0,0,0,0,0,0,0,0,0,0
Proceedings of the Royal Entomological Society of London,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3032c,PHEN,1472-0981,1365-3032,0,0,0,0,0,0,0,0,0,0
"Proceedings of the Royal Entomological Society of London, Series C. Journal of Meetings",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1946-150X,PRES,1946-1496,1946-150X,0,0,0,0,0,0,0,0,0,0
"Proceedings of the Royal Entomological Society of London. Series A, General Entomology",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3032b,PHEN,0375-0418,1365-3032,19,5,14,0,5,4,4,4,0,2
"Proceedings of the Royal Entomological Society of London. Series B, Taxonomy",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3113b,SYEN,0375-0434,1365-3113,2,0,2,2,0,0,0,0,0,0
Proceedings of the Society for Applied Bacteriology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2672b,JAM,0370-1778,1365-2672,1,0,1,1,0,0,0,0,0,0
Proceedings of the Society for Experimental Biology and Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1373,PSEB,0037-9727,1525-1373,1,0,1,0,0,0,0,1,0,0
Proceedings of the Society of Agricultural Bacteriologists,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2672c,JAM,0370-1786,1365-2672,0,0,0,0,0,0,0,0,0,0
Proceedings of the World Mariculture Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-7345b,JWAS,0748-3260,1749-7345,0,0,0,0,0,0,0,0,0,0
Proceedings of the Zoological Society of London,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-7998b,JZO,0370-2774,1469-7998,63,5,58,7,7,25,3,6,10,5
Process Safety Progress,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1547-5913,PRS,1066-8527,1547-5913,33,15,18,0,4,0,22,7,0,0
Production and Operations Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1937-5956,POMS,1059-1478,1937-5956,322,149,173,51,62,49,39,60,31,30
Program in Ethnographic Film (PIEF) Newsletter,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1944-0243,VAR,0030-8013,1944-0243,0,0,0,0,0,0,0,0,0,0
Progress in Cardiovascular Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-7117,PCV,0889-7204,1751-7117,0,0,0,0,0,0,0,0,0,0
Progress in Neurology and Psychiatry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1931-227X,PNP,1367-7543,1931-227X,49,0,49,4,7,15,7,9,1,6
Progress in Orthodontics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1723-7785,PIO,1723-7785,1723-7785,0,0,0,0,0,0,0,0,0,0
Progress in Photovoltaics: Research and Applications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-159X,PIP,1062-7995,1099-159X,108,48,60,6,5,23,16,35,11,12
Progress in Structural Engineering and Materials,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1528-2716,PSE,1365-0556,1528-2716,2,0,2,0,0,0,2,0,0,0
Progress in Tourism and Hospitality Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1603,PTHR,1077-3509,1099-1603,1,0,1,0,0,1,0,0,0,0
Project Management Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1938-9507,PMJ,8756-9728,1938-9507,2,2,0,1,1,0,0,0,0,0
"Propellants, Explosives, Pyrotechnics",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4087,2014,0721-3115,1521-4087,20,6,14,11,4,2,0,2,1,0
Protein Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1469-896X,PRO,0961-8368,1469-896X,556,256,300,107,104,53,83,81,65,63
"Proteins: Structure, Function, and Bioinformatics",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0134,PROT,0887-3585,1097-0134,506,230,276,78,92,90,74,76,45,51
PROTEOMICS,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1615-9861,2120,1615-9853,1615-9861,913,317,596,153,147,167,136,118,96,96
PROTEOMICS â€“ Clinical Applications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1862-8354,2456,1862-8346,1862-8354,104,35,69,18,5,15,10,27,12,17
PsyCh Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2046-0260,PCHJ,2046-0252,2046-0260,4,1,3,0,1,2,1,0,0,0
PsyCh Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2046-0260, ,2046-0252,2046-0260,0,0,0,0,0,0,0,0,0,0
Psychiatry and Clinical Neurosciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1819,PCN,1323-1316,1440-1819,162,91,71,24,18,32,34,25,13,16
Psycho-Oncology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1611,PON,1057-9249,1099-1611,211,99,112,25,11,49,42,37,12,35
Psycho-Oncology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1099-1611, ,1057-9249,1099-1611,0,0,0,0,0,0,0,0,0,0
Psychogeriatrics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1479-8301,PSYG,1346-3500,1479-8301,34,17,17,8,6,3,2,7,6,2
Psychological Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9280,PSCI,0956-7976,1467-9280,0,0,0,0,0,0,0,0,0,0
Psychological Science in the Public Interest,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1539-6053,PSPI,1529-1006,1539-6053,0,0,0,0,0,0,0,0,0,0
Psychology & Marketing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6793,MAR,0742-6046,1520-6793,184,90,94,21,36,27,38,25,18,19
"Psychology and Psychotherapy: Theory, Research and Practice",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-8341,PAPT,1476-0835,2044-8341,34,16,18,7,7,1,5,9,3,2
Psychology in the Schools,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6807,PITS,0033-3085,1520-6807,74,22,52,5,11,15,12,16,6,9
Psychology of Women Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1471-6402,PWQU,0361-6843,1471-6402,38,15,23,2,3,2,9,10,8,4
PsychologyOpen,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2053-0153,PSY5,2053-0153,2053-0153,0,0,0,0,0,0,0,0,0,0
Psychophysiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-8986,PSYP,0048-5772,1469-8986,291,136,155,25,51,69,54,45,23,24
Psychotherapy and Politics International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1556-9195,PPI,1476-9263,1556-9195,9,2,7,0,1,4,1,1,0,2
Public Administration,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9299,PADM,0033-3298,1467-9299,71,31,40,16,12,9,10,9,8,7
Public Administration and Development,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-162X,PAD,0271-2075,1099-162X,58,16,42,2,5,7,17,19,2,6
Public Administration Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6210,PUAR,0033-3352,1540-6210,273,143,130,37,51,32,69,59,12,13
Public Budgeting & Finance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5850,PBAF,0275-1100,1540-5850,14,5,9,1,4,5,2,0,1,1
Public Health Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1446,PHN,0737-1209,1525-1446,111,59,52,15,9,22,18,12,21,14
Public Policy Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-540X,NEWE,1744-5396,1744-540X,6,1,5,1,1,0,2,2,0,0
QSAR & Combinatorial Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1611-0218,2022,1611-020X,1611-0218,18,0,18,1,3,6,4,0,3,1
Quality and Reliability Engineering International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1638,QRE,0748-8017,1099-1638,16,5,11,3,0,3,4,3,2,1
Quality Assurance and Safety of Crops & Foods,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1757-837X,QAS,1757-8361,1757-837X,0,0,0,0,0,0,0,0,0,0
Quantitative Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1759-7331,QUAN,1759-7323,1759-7331,30,2,28,1,5,4,4,9,4,3
Quantitative Structure-Activity Relationships,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3838,2022,0931-8771,1521-3838,0,0,0,0,0,0,0,0,0,0
Quarterly Journal of Experimental Physiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-445Xa,EPH,0144-8757,1469-445X,15,0,15,0,7,2,1,0,3,2
Quarterly Journal of Experimental Physiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-445Xc,EPH,0370-2901,1469-445X,4,0,4,1,2,1,0,0,0,0
Quarterly Journal of Experimental Physiology and Cognate Medical Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-445Xb,EPH,0033-5541,1469-445X,42,0,42,2,7,10,6,13,2,2
Quarterly Journal of the Royal Meteorological Society,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1477-870X,QJ,0035-9009,1477-870X,238,62,176,21,27,39,44,54,27,26
R&D Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9310,RADM,0033-6807,1467-9310,53,10,43,10,2,7,10,20,1,3
Radiation Oncology Investigations,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6823,ROI,1065-7541,1520-6823,0,0,0,0,0,0,0,0,0,0
Radio Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-799X,RDS,0048-6604,1944-799X,189,67,122,21,31,33,28,30,24,22
Radiographer,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2051-3909a,JMRS,0033-8273,2051-3909,0,0,0,0,0,0,0,0,0,0
Random Structures & Algorithms,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2418,RSA,1042-9832,1098-2418,34,3,31,2,2,7,4,5,6,8
Rapid Communications in Mass Spectrometry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0231,RCM,0951-4198,1097-0231,291,96,195,39,60,29,34,53,33,43
Ratio,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9329,RATI,0034-0006,1467-9329,32,9,23,4,0,11,6,5,3,3
Ratio Juris,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9337,RAJU,0952-1917,1467-9337,35,13,22,6,3,9,6,4,4,3
Reading,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9345,LIT,0034-0472,1467-9345,0,0,0,0,0,0,0,0,0,0
Reading Research Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1936-2722,RRQ,0034-0553,1936-2722,19,7,12,0,0,1,8,7,3,0
Real Estate Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6229,REEC,1080-8620,1540-6229,123,53,70,23,11,22,17,26,18,6
Recruiting & Retaining Adult Learners,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2155-6458,NSR,2155-644X,2155-6458,4,2,2,0,0,0,3,0,1,0
Recueil des Travaux Chimiques des Pays-Bas,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)0165-0513,RECL,0165-0513,0165-0513,0,0,0,0,0,0,0,0,0,0
Recueil des Travaux Chimiques des Pays-Bas et de la Belgique,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)0370-7539,RECL,0370-7539,0370-7539,0,0,0,0,0,0,0,0,0,0
Regeneration,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2052-4412,REG2,2052-4412,2052-4412,11,8,3,5,0,3,1,0,1,1
Regional Science Policy & Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1757-7802,RSP3,1757-7802,1757-7802,18,9,9,0,7,1,6,1,2,1
Regulated Rivers: Research & Management,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1646,RRA,0886-9375,1099-1646,13,3,10,0,3,2,2,4,0,2
Regulation & Governance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-5991,REGO,1748-5983,1748-5991,216,150,66,85,90,19,6,7,7,2
Rehabilitation Nursing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2048-7940,RNJ,0278-4807,2048-7940,35,17,18,2,9,14,1,6,3,0
Religion Compass,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-8171,REC3,1749-8171,1749-8171,72,36,36,8,13,21,14,13,1,2
Religious Studies Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-0922,RSR,0319-485X,1748-0922,77,56,21,17,12,15,11,10,4,8
Remediation Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6831,REM,1051-5658,1520-6831,12,3,9,1,2,3,2,1,2,1
Remote Sensing in Ecology and Conservation,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2056-3485,RSE2,2056-3485,2056-3485,136,22,114,3,7,36,82,7,1,0
Renaissance Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1477-4658,REST,0269-1213,1477-4658,83,40,43,11,11,6,24,9,12,10
Repertorium novarum specierum regni vegetabilis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-239X,2243,0374-6577,1522-239X,0,0,0,0,0,0,0,0,0,0
Repertorium novarum specierum regni vegetabilis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-239Xa,2243,0375-121X,1522-239X,0,0,0,0,0,0,0,0,0,0
Reproduction in Domestic Animals,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0531,RDA,0936-6768,1439-0531,451,235,216,110,66,74,59,72,38,32
Reproductive Medicine and Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-0578,RMB,1445-5781,1447-0578,40,22,18,7,8,2,4,9,6,4
Research and Practice in Thrombosis and Haemostasis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2475-0379,RTH2,2475-0379,2475-0379,12,8,4,0,1,1,1,3,4,2
Research in Nursing & Health,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-240X,NUR,0160-6891,1098-240X,77,22,55,7,13,12,11,18,6,10
