Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01 to 2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2018            ,YOP 2017            ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
Presidential Studies Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1741-5705,PSQ                 ,0360-4918    ,1741-5705    ,3,5,8,4,5,0,1,3,2,2,4,0,4,0,3,9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Preventive Cardiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-7141,PRC                 ,1520-037X    ,1751-7141    ,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the African Futures Conference,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2573-508X,PAF2                ,2573-508X    ,2573-508X    ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the American Society for Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1550-8390,MEET                ,0044-7870    ,1550-8390    ,0,0,0,0,0,3,0,1,0,5,1,3,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the Aristotelian Society (Hardback),John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9264,PASH                ,0066-7374    ,1467-9264    ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the Association for Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2373-9231,PRA2                ,2373-9231    ,2373-9231    ,0,0,13,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proceedings of the Linnean Society of London,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1095-8312a,LSNL                ,0370-0461    ,1095-8312    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Proceedings of the London Mathematical Society,John Wiley and Sons,Wiley Online Library,10.1112/(ISSN)1460-244X,PLMS                ,0024-6115    ,1460-244X    ,0,0,0,3,0,1,1,0,1,0,0,1,4,1,0,0,0,1,2,1,0,0,0,3,0,2,2,0,0,1,78
"Proceedings of the Royal Entomological Society of London. Series A, General Entomology",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3032b,PHEN                ,0375-0418    ,1365-3032    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"Proceedings of the Royal Entomological Society of London. Series B, Taxonomy",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3113b,SYEN                ,0375-0434    ,1365-3113    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Proceedings of the Society for Applied Bacteriology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2672b,JAM                 ,0370-1778    ,1365-2672    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Proceedings of the Society for Experimental Biology and Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1373,PSEB                ,0037-9727    ,1525-1373    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Proceedings of the Zoological Society of London,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-7998b,JZO                 ,0370-2774    ,1469-7998    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
Process Safety Progress,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1547-5913,PRS                 ,1066-8527    ,1547-5913    ,0,0,0,1,14,0,2,0,2,0,0,0,0,0,0,0,4,0,2,0,1,0,0,1,5,1,0,0,0,0,0
Production and Operations Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1937-5956,POMS                ,1059-1478    ,1937-5956    ,62,18,53,31,51,36,14,11,5,12,6,1,3,2,1,7,1,4,0,0,1,0,1,0,1,0,0,1,0,0,0
Progress in Neurology and Psychiatry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1931-227X,PNP                 ,1367-7543    ,1931-227X    ,0,2,5,15,5,2,11,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Progress in Photovoltaics: Research and Applications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-159X,PIP                 ,1062-7995    ,1099-159X    ,8,19,8,7,9,5,4,7,5,0,4,2,3,2,2,2,0,3,3,4,6,1,0,4,0,0,0,0,0,0,0
Progress in Structural Engineering and Materials,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1528-2716,PSE                 ,1365-0556    ,1528-2716    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Progress in Tourism and Hospitality Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1603,PTH                 ,1077-3509    ,1099-1603    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Project Management Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1938-9507,PMJ                 ,8756-9728    ,1938-9507    ,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propellants, Explosives, Pyrotechnics",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4087,PREP                ,0721-3115    ,1521-4087    ,1,1,2,1,0,2,5,1,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
Protein Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1469-896X,PRO                 ,0961-8368    ,1469-896X    ,72,56,101,35,20,10,25,5,8,39,11,11,8,28,23,4,14,17,5,4,4,11,16,3,14,6,4,0,0,0,0
"Proteins: Structure, Function, and Bioinformatics",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0134,PROT                ,0887-3585    ,1097-0134    ,15,17,60,23,51,37,8,13,14,24,13,34,18,21,21,18,8,24,37,9,6,9,2,2,5,3,5,2,1,1,5
PsyCh Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2046-0260,PCHJ                ,2046-0252    ,2046-0260    ,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychiatry and Clinical Neurosciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1819,PCN                 ,1323-1316    ,1440-1819    ,8,4,4,6,14,3,5,12,25,8,6,7,3,13,1,8,6,1,4,5,3,11,0,1,1,0,0,1,0,0,2
Psycho-Oncology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1611,PON                 ,1057-9249    ,1099-1611    ,35,30,40,5,23,9,11,3,3,8,8,8,5,6,2,0,7,0,0,1,2,2,2,0,0,1,0,0,0,0,0
Psychogeriatrics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1479-8301,PSYG                ,1346-3500    ,1479-8301    ,2,1,12,4,1,0,3,1,3,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychology & Marketing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6793,MAR                 ,0742-6046    ,1520-6793    ,2,39,13,16,18,11,19,11,4,11,1,5,5,1,7,3,6,1,3,5,1,0,1,1,0,0,0,0,0,0,0
"Psychology and Psychotherapy: Theory, Research and Practice",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-8341,PAPT                ,1476-0835    ,2044-8341    ,4,5,5,0,4,1,2,2,3,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychology in the Schools,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6807,PITS                ,0033-3085    ,1520-6807    ,2,6,7,1,2,1,5,7,6,0,0,6,7,2,4,4,4,7,0,0,3,0,0,0,0,0,0,0,0,0,0
Psychology of Women Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1471-6402,PWQU                ,0361-6843    ,1471-6402    ,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,12,1,2,0,4,1,2,5,0,0,0,0,0,0,0,0
Psychophysiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-8986,PSYP                ,0048-5772    ,1469-8986    ,15,36,33,24,21,8,14,6,11,2,17,13,2,1,5,6,2,4,1,1,2,3,5,2,4,6,6,1,2,4,34
Psychotherapy and Politics International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1556-9195,PPI                 ,1476-9263    ,1556-9195    ,0,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Administration,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9299,PADM                ,0033-3298    ,1467-9299    ,2,0,4,17,8,1,2,0,1,4,1,2,4,9,5,1,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0
Public Administration Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6210,PUAR                ,0033-3352    ,1540-6210    ,16,15,23,11,17,8,17,9,21,18,10,14,23,34,2,11,4,10,8,2,0,0,0,0,0,0,0,0,0,0,0
Public Administration and Development,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-162X,PAD                 ,0271-2075    ,1099-162X    ,0,0,4,3,4,1,9,0,5,7,1,6,3,2,5,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Public Budgeting & Finance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5850,PBAF                ,0275-1100    ,1540-5850    ,0,0,1,2,1,1,0,1,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Public Health Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1446,PHN                 ,0737-1209    ,1525-1446    ,1,13,17,14,7,6,3,1,6,0,6,9,3,8,0,0,2,5,1,3,4,0,2,0,0,0,0,0,0,0,0
Public Policy Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-540X,NEWE                ,1744-5396    ,1744-540X    ,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QSAR & Combinatorial Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1611-0218,QSAR                ,1611-020X    ,1611-0218    ,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quality and Reliability Engineering International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1638,QRE                 ,0748-8017    ,1099-1638    ,0,0,0,5,2,0,4,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Quantitative Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1759-7331,QUAN                ,1759-7323    ,1759-7331    ,0,1,2,10,5,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quarterly Journal of Experimental Physiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-445Xc,EPH                 ,0370-2901    ,1469-445X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Quarterly Journal of Experimental Physiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-445Xa,EPH                 ,0144-8757    ,1469-445X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Quarterly Journal of Experimental Physiology and Cognate Medical Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-445Xb,EPH                 ,0033-5541    ,1469-445X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Quarterly Journal of the Royal Meteorological Society,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1477-870X,QJ                  ,0035-9009    ,1477-870X    ,8,17,26,6,19,3,12,12,5,9,1,5,3,4,12,3,6,6,10,1,3,0,11,0,1,2,2,0,0,1,50
R&D Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9310,RADM                ,0033-6807    ,1467-9310    ,0,9,7,4,0,1,3,1,0,0,2,3,12,2,0,0,0,3,0,1,0,0,0,1,0,1,0,1,0,0,2
Radio Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-799X,RDS                 ,0048-6604    ,1944-799X    ,9,9,15,6,5,8,10,3,4,6,1,13,3,10,8,1,1,5,5,2,1,7,10,3,4,2,0,3,3,3,29
Random Structures & Algorithms,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2418,RSA                 ,1042-9832    ,1098-2418    ,4,3,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,4,1,3,0,0,0,0,1,0
Rapid Communications in Mass Spectrometry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0231,RCM                 ,0951-4198    ,1097-0231    ,23,9,21,22,19,10,8,11,12,13,21,17,23,17,22,12,10,8,2,0,3,1,0,1,2,0,0,1,1,0,2
Ratio,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9329,RATI                ,0034-0006    ,1467-9329    ,2,6,2,1,1,0,4,0,0,3,0,2,0,0,2,3,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0
Ratio Juris,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9337,RAJU                ,0952-1917    ,1467-9337    ,0,9,4,4,0,0,1,4,0,0,1,1,4,0,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0
Reading Research Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1936-2722,RRQ                 ,0034-0553    ,1936-2722    ,0,2,0,0,0,0,0,0,1,0,1,0,6,6,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Real Estate Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6229,REEC                ,1080-8620    ,1540-6229    ,31,4,3,9,5,7,9,5,4,2,0,3,8,4,2,1,3,3,1,0,2,2,3,1,3,0,0,1,0,3,4
Recruiting & Retaining Adult Learners,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2155-6458,NSR                 ,2155-644X    ,2155-6458    ,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regeneration,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2052-4412,REG2                ,2052-4412    ,2052-4412    ,1,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regional Science Policy & Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1757-7802,RSP3                ,1757-7802    ,1757-7802    ,1,3,4,0,0,1,3,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regulated Rivers: Research & Management,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1646,RRR                 ,0886-9375    ,1099-1646    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,1,0,0,0,0,1,4
Regulation & Governance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-5991,REGO                ,1748-5983    ,1748-5991    ,37,4,22,22,12,5,24,16,32,9,7,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rehabilitation Nursing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2048-7940,RNJ                 ,0278-4807    ,2048-7940    ,2,0,0,2,12,4,2,0,2,0,0,0,0,1,0,0,2,1,0,1,0,0,5,0,0,0,0,0,0,0,1
Religion Compass,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-8171,REC3                ,1749-8171    ,1749-8171    ,13,2,2,2,10,6,11,1,6,0,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Religious Studies Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-0922,RSR                 ,0319-485X    ,1748-0922    ,0,4,5,5,11,5,8,9,5,8,9,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Remediation Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6831,REM                 ,1051-5658    ,1520-6831    ,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0
Remote Sensing in Ecology and Conservation,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2056-3485,RSE2                ,2056-3485    ,2056-3485    ,23,97,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renaissance Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1477-4658,REST                ,0269-1213    ,1477-4658    ,0,8,7,3,5,8,6,10,1,2,0,4,5,1,1,0,3,1,1,0,8,0,4,0,0,2,1,1,0,0,1
Reproduction in Domestic Animals,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0531,RDA                 ,0936-6768    ,1439-0531    ,12,69,63,19,20,42,16,48,10,16,37,28,11,9,12,13,13,7,4,0,0,1,0,0,1,0,0,0,0,0,0
Reproductive Medicine and Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-0578,RMB2                ,1445-5781    ,1447-0578    ,3,3,8,3,5,3,1,3,1,3,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research and Practice in Thrombosis and Haemostasis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2475-0379,RTH2                ,2475-0379    ,2475-0379    ,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Synthesis Methods,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1759-2887,JRSM                ,1759-2879    ,1759-2887    ,16,9,6,14,2,10,1,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research World,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2330-4448,RWM3                ,1567-3073    ,2330-4448    ,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research in Nursing & Health,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-240X,NUR                 ,0160-6891    ,1098-240X    ,2,2,4,5,6,0,1,0,7,6,4,1,4,5,2,0,1,2,3,1,1,1,3,1,6,1,2,1,0,2,3
Resource Geology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-3928,RGE                 ,1344-1698    ,1751-3928    ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
Respirology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1843,RESP                ,1323-7799    ,1440-1843    ,21,13,34,15,5,13,13,14,10,7,2,3,4,7,0,8,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0
Respirology Case Reports,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2051-3380,RCR2                ,2051-3380    ,2051-3380    ,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restoration Ecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1526-100X,REC                 ,1061-2971    ,1526-100X    ,39,14,23,14,35,8,17,6,9,13,10,14,1,2,6,1,1,5,2,5,2,4,6,0,0,0,0,0,0,0,0
Review of Behavioral Finance,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1940-5987,RBF                 ,1940-5979    ,1940-5987    ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Review of Development Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9361,RODE                ,1363-6669    ,1467-9361    ,3,13,16,6,0,1,0,7,1,3,2,2,4,0,9,4,4,1,1,0,0,3,0,0,0,0,0,0,0,0,0
Review of Education,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2049-6613,REV3                ,2049-6613    ,2049-6613    ,0,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Review of European Community & International Environmental Law,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9388,REEL                ,0962-8797    ,1467-9388    ,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
"Review of European, Comparative & International Environmental Law",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-0394,REEL                ,2050-0386    ,2050-0394    ,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Review of Financial Economics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1873-5924,RFE                 ,1058-3300    ,1873-5924    ,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Review of Income and Wealth,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4991,ROIW                ,0034-6586    ,1475-4991    ,12,8,6,5,11,16,5,3,12,0,8,5,2,1,6,0,4,2,0,18,1,0,0,0,0,1,1,0,0,0,1
Review of International Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9396,ROIE                ,0965-7576    ,1467-9396    ,0,3,0,3,12,1,0,4,0,8,0,2,3,0,2,2,1,4,3,2,0,2,1,1,0,0,0,0,0,0,0
Review of Policy Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1541-1338,ROPR                ,1541-132X    ,1541-1338    ,2,1,11,8,3,16,4,9,1,3,1,2,0,3,3,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Review of Progress in Coloration and Related Topics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1478-4408a,COTE                ,0557-9325    ,1478-4408    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Review of Urban & Regional Development Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-940X,RURD                ,0917-0553    ,1467-940X    ,2,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Reviews in Aquaculture,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1753-5131,RAQ                 ,1753-5123    ,1753-5131    ,13,1,6,0,0,3,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reviews in Clinical and Experimental Hematology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0734,RCH                 ,1127-0020    ,1468-0734    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reviews in Medical Virology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1654,RMV                 ,1052-9276    ,1099-1654    ,6,7,13,0,2,5,0,1,1,0,4,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Reviews in Religion & Theology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9418,RIRT                ,1350-7303    ,1467-9418    ,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0
Reviews of Geophysics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-9208,ROG                 ,8755-1209    ,1944-9208    ,9,19,31,8,7,4,3,17,4,1,2,2,13,0,3,1,4,9,4,10,7,10,3,2,8,2,2,1,4,0,38
Revue Romane,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0811,RRO                 ,0035-3906    ,1600-0811    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risk Analysis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1539-6924,RISA                ,0272-4332    ,1539-6924    ,104,36,69,10,27,22,24,44,15,13,10,12,8,11,15,18,36,9,3,17,12,2,1,2,4,9,2,1,3,2,11
Risk Management and Insurance Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6296,RMIR                ,1098-1616    ,1540-6296    ,0,0,1,0,0,0,2,0,5,0,0,0,0,0,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Risk, Hazards & Crisis in Public Policy",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-4079,RHC3                ,1944-4079    ,1944-4079    ,1,0,0,2,0,9,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
River Research and Applications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1535-1467,RRA                 ,1535-1459    ,1535-1467    ,13,7,11,12,6,7,11,9,5,2,6,4,0,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rural Sociology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1549-0831,RUSO                ,0036-0112    ,1549-0831    ,73,41,20,7,0,30,5,15,10,22,22,0,6,14,9,7,2,0,1,1,2,0,2,6,0,0,0,0,0,0,0
Scandinavian Journal of Caring Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1471-6712,SCS                 ,0283-9318    ,1471-6712    ,2,5,5,2,11,3,3,2,1,0,4,0,4,0,3,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
Scandinavian Journal of Haematology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0609a,EJH                 ,0036-553X    ,1600-0609    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
