Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01 to 2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2017            ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
Social Issues and Policy Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-2409,SIPR                ,1751-2395    ,1751-2409    ,0,26,26,22,1,2,3,7,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Policy & Administration,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9515,SPOL                ,0144-5596    ,1467-9515    ,50,14,21,2,8,2,0,7,0,6,5,9,5,1,2,8,2,0,0,2,0,1,0,0,0,0,0,0,0,0
Social Science Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6237,SSQU                ,0038-4941    ,1540-6237    ,31,40,74,28,36,13,19,20,21,23,23,23,15,40,16,36,8,9,0,0,0,0,0,0,0,0,0,0,0,0
Social and Personality Psychology Compass,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-9004,SPC3                ,1751-9004    ,1751-9004    ,6,82,22,18,57,34,30,44,49,14,44,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sociologia Ruralis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9523,SORU                ,0038-0199    ,1467-9523    ,10,18,4,3,4,14,4,2,8,4,5,4,2,0,3,1,34,2,6,1,3,2,1,0,0,1,0,0,0,10
Sociological Forum,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1573-7861,SOCF                ,0884-8971    ,1573-7861    ,22,29,39,33,25,7,12,16,6,9,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sociological Inquiry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-682X,SOIN                ,0038-0245    ,1475-682X    ,13,27,12,2,8,27,2,5,15,38,4,3,4,0,1,1,8,4,0,5,2,2,1,3,0,0,0,2,4,34
Sociological Methodology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9531,SOME                ,0081-1750    ,1467-9531    ,0,0,0,0,0,0,0,5,18,8,5,3,1,1,4,2,3,6,1,0,1,6,0,0,0,0,0,0,0,0
Sociological Theory,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9558,SOTH                ,0735-2751    ,1467-9558    ,0,0,0,0,0,0,0,8,7,14,26,9,1,2,3,5,9,1,2,2,3,1,0,0,0,0,0,0,0,0
Sociology Compass,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-9020,SOC4                ,1751-9020    ,1751-9020    ,17,86,81,79,73,61,22,23,21,15,44,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sociology of Health & Illness,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9566,SHIL                ,0141-9889    ,1467-9566    ,20,20,14,6,18,21,6,14,8,28,10,14,6,4,11,16,8,3,9,7,4,4,3,2,1,5,16,3,3,37
Software Process: Improvement and Practice,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1670,SPIP                ,1077-4866    ,1099-1670    ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Software Testing, Verification and Reliability",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1689,STVR                ,0960-0833    ,1099-1689    ,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software: Practice and Experience,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-024X,SPE                 ,0038-0644    ,1097-024X    ,4,3,3,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Soil Science & Plant Nutrition,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-0765,SSPN                ,0038-0768    ,1747-0765    ,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soil Use and Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-2743,SUM                 ,0266-0032    ,1475-2743    ,48,7,10,4,3,4,9,5,3,9,7,6,3,2,4,2,4,1,3,0,0,5,0,0,0,0,0,0,0,0
Solar RRL,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2367-198X,SOLR                ,2367-198X    ,2367-198X    ,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonography,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2054-6750,SONO                ,2202-8323    ,2054-6750    ,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South African Journal of Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1813-6982,SAJE                ,0038-2280    ,1813-6982    ,5,1,8,4,0,3,0,0,4,3,27,2,1,2,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,2
Southeastern Political Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-1346a,POLP                ,0730-2177    ,1747-1346    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
Southern Economic Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2325-8012,SOEJ                ,0038-4038    ,2325-8012    ,2,6,7,36,15,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Weather,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-7390,SWE                 ,1542-7390    ,1542-7390    ,3,11,9,0,2,7,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Special Care in Dentistry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-4505,SCD                 ,0275-1879    ,1754-4505    ,0,6,3,0,0,0,0,1,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Special Events Galore,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2325-8586,SPEG                ,1538-1625    ,2325-8586    ,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirituality and Health International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1557-0665,SHI                 ,1743-1867    ,1557-0665    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sports Engineering,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1460-2687,SPEN                ,1369-7072    ,1460-2687    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
STEM CELLS,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1549-4918,STEM                ,1066-5099    ,1549-4918    ,101,293,109,143,185,136,178,82,86,85,104,139,93,49,56,22,27,7,6,4,11,11,6,17,4,4,0,0,0,0
STEM CELLS Translational Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2157-6580,SCT3                ,2157-6564    ,2157-6580    ,28,232,58,23,19,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVA Newsletter,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2163-4211,VAR                 ,1046-7688    ,2163-4211    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sports Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-6190,JST                 ,1934-6182    ,1934-6190    ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stahlbau,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1437-1049,STAB                ,0038-9145    ,1437-1049    ,0,11,2,3,2,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starch - StÃ¤rke,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-379X,STAR                ,0038-9056    ,1521-379X    ,18,13,28,21,13,10,6,4,18,5,6,2,2,3,9,5,4,4,2,5,4,3,1,5,5,3,1,4,4,46
Stat,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2049-1573,STA4                ,2049-1573    ,2049-1573    ,1,25,6,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Statistica Neerlandica,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9574,STAN                ,0039-0402    ,1467-9574    ,1,2,1,6,0,0,3,2,0,0,0,0,0,2,4,1,12,4,1,0,0,0,0,0,0,0,0,0,0,0
Statistical Analysis and Data Mining: The ASA Data Science Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-1872,SAM                 ,1932-1864    ,1932-1872    ,4,7,2,9,4,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Statistics in Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0258,SIM                 ,0277-6715    ,1097-0258    ,57,46,96,138,44,67,52,44,21,28,52,22,20,23,20,17,46,22,19,14,17,12,4,26,15,13,14,6,12,41
Steel Construction,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1867-0539,STCO                ,1867-0520    ,1867-0539    ,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steel Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1869-344Xa,SRIN                ,0177-4832    ,1869-344X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Strain,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-1305,STR                 ,0039-2103    ,1475-1305    ,4,1,1,0,0,0,0,0,0,3,1,4,4,1,12,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Strategic Change,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1697,JSC                 ,1086-1718    ,1099-1697    ,0,3,3,0,0,3,1,0,0,0,1,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strategic Enrollment Management Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2325-4750,SEM3                ,2325-4750    ,2325-4750    ,0,5,6,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strategic Entrepreneurship Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-443X,SEJ                 ,1932-4391    ,1932-443X    ,6,3,8,2,9,1,6,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strategic Management Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0266,SMJ                 ,0143-2095    ,1097-0266    ,75,366,287,287,237,173,65,34,43,13,15,24,14,14,16,10,11,17,6,2,4,6,4,0,0,0,0,1,0,0
Stress Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1700,SMI                 ,0748-8386    ,1099-1700    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0
Stress and Health,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1532-2998,SMI                 ,1532-3005    ,1532-2998    ,14,1,28,6,2,3,2,2,1,0,0,5,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Structural Concrete,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1751-7648,SUCO                ,1464-4177    ,1751-7648    ,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Structural Control and Health Monitoring,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1545-2263,STC                 ,1545-2255    ,1545-2263    ,13,5,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Student Affairs Today,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1943-7552,SAY                 ,1098-5166    ,1943-7552    ,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Studia Linguistica,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9582,STUL                ,0039-3193    ,1467-9582    ,4,0,1,3,0,0,0,0,0,2,0,2,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Studies in Applied Mathematics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9590,SAPM                ,0022-2526    ,1467-9590    ,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
Studies in Ethnicity and Nationalism,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-9469,SENA                ,1473-8481    ,1754-9469    ,0,9,18,36,7,2,0,12,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Studies in Family Planning,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1728-4465,SIFP                ,0039-3665    ,1728-4465    ,0,8,12,4,12,5,0,0,2,2,6,2,0,4,0,1,3,4,1,2,0,0,0,0,0,0,0,0,0,0
Successful Fundraising,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2325-8624,SFR                 ,1070-9061    ,2325-8624    ,0,12,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suicide and Life-Threatening Behavior,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1943-278X,SLTB                ,0363-0234    ,1943-278X    ,55,30,28,4,31,14,3,9,6,1,3,9,8,4,0,0,4,2,8,2,7,7,1,6,3,4,0,0,0,7
Support for Learning,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9604,SUFL                ,0268-2141    ,1467-9604    ,0,0,3,2,0,3,3,1,0,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Surface and Interface Analysis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9918,SIA                 ,0142-2421    ,1096-9918    ,6,21,12,9,20,7,22,13,9,7,10,1,6,6,8,8,8,33,10,2,6,2,4,10,10,8,4,11,13,37
Surgical Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-1633,ASH                 ,1744-1625    ,1744-1633    ,0,1,14,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sustainable Development,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1719,SD                  ,0968-0802    ,1099-1719    ,7,11,8,5,1,2,8,22,5,1,4,4,1,5,0,0,5,0,0,1,0,0,0,1,1,1,0,0,0,0
Swiss Political Science Review,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1662-6370,SPSR                ,1424-7755    ,1662-6370    ,10,8,3,6,2,0,0,7,2,6,0,2,0,0,2,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0
Symbolic Interaction,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1533-8665,SYMB                ,0195-6086    ,1533-8665    ,6,5,1,2,19,8,7,0,1,0,0,3,0,0,0,2,0,0,0,0,3,0,1,0,0,0,1,0,0,0
Synapse,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2396,SYN                 ,0887-4476    ,1098-2396    ,9,19,17,12,4,11,4,4,3,9,10,5,3,2,8,3,4,2,3,2,2,3,2,1,2,2,0,3,1,6
steel research international,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1869-344X,SRIN                ,1611-3683    ,1869-344X    ,16,6,5,2,0,1,0,0,4,0,8,12,8,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syntax,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9612,SYNT                ,1368-0005    ,1467-9612    ,0,11,2,1,1,3,0,2,0,0,0,0,0,1,0,1,0,1,1,0,13,0,0,0,0,0,0,0,0,0
System Dynamics Review,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1727,SDR                 ,0883-7066    ,1099-1727    ,3,2,20,2,4,1,2,0,10,0,4,1,1,3,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0
Systematic Entomology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3113,SYEN                ,0307-6970    ,1365-3113    ,11,41,9,15,30,14,5,1,13,4,5,5,0,2,4,0,5,8,5,1,0,0,0,1,0,1,0,0,8,3
Systems Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6858,SYS                 ,1098-1241    ,1520-6858    ,8,8,17,10,6,2,4,7,0,0,0,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Systems Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1735,SRES                ,0731-7239    ,1099-1735    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Systems Research and Behavioral Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1743a,SRES                ,1092-7026    ,1099-1743    ,8,6,5,23,4,3,1,2,5,0,2,1,1,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0
Systems and Computers in Japan,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-684X,SCJ                 ,0882-1666    ,1520-684X    ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0
TESOL Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1949-3533,TESJ                ,1056-7941    ,1949-3533    ,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
TESOL Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1545-7249,TESQ                ,0039-8322    ,1545-7249    ,2,7,2,2,2,2,0,0,0,0,1,4,0,1,1,1,2,1,1,3,1,5,3,0,0,0,0,0,0,0
Teaching Anthropology: Society for Anthropology in Community Colleges Notes,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1941-4161,TEAN                ,1537-1751    ,1941-4161    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Teaching Statistics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9639,TEST                ,0141-982X    ,1467-9639    ,3,1,0,0,0,0,0,2,0,1,1,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
Teaching Theology & Religion,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9647,TETH                ,1368-4868    ,1467-9647    ,0,4,5,0,3,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tectonics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-9194,TECT                ,0278-7407    ,1944-9194    ,66,16,13,9,13,7,36,12,15,1,12,3,7,2,28,0,4,4,2,7,3,1,3,7,6,8,5,0,4,19
Tellus,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2153-3490,TUS                 ,0040-2826    ,2153-3490    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Tellus A,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0870,TELA                ,0280-6495    ,1600-0870    ,0,0,0,0,0,0,0,0,3,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Tellus B,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0889,TEB                 ,0280-6509    ,1600-0889    ,0,0,0,0,0,0,0,7,3,2,1,4,3,1,2,4,4,2,2,2,1,0,2,1,1,0,6,1,0,2
"Teratogenesis, Carcinogenesis, and Mutagenesis",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6866,TCM                 ,0270-3211    ,1520-6866    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,4
Teratology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9926,TERA                ,0040-3709    ,1096-9926    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,3,4,4,3,0,1,0,2,22
Terra Nova,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3121,TER                 ,0954-4879    ,1365-3121    ,3,1,1,1,0,1,2,4,0,1,6,1,0,7,0,0,6,0,2,0,2,1,0,0,0,0,0,0,0,0
Terrestrial Magnetism and Atmospheric Electricity,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)0096-8013,TMA3                ,0096-8013    ,0096-8013    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
The American Journal on Addictions,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1521-0391,AJAD                ,1055-0496    ,1521-0391    ,15,77,41,16,2,10,5,0,5,2,5,6,2,1,5,3,0,4,4,6,3,8,0,0,1,0,2,0,0,0
The Anatomical Record,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0185,AR                  ,0003-276X    ,1097-0185    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,19,14,4,6,7,26,7,12,2,7,4,195
The Anatomical Record,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-8494,AR                  ,1932-8486    ,1932-8494    ,36,20,37,12,52,99,46,28,18,49,38,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Anatomical Record Part A: Discoveries in Molecular, Cellular, and Evolutionary Biology",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-4892,AR                  ,1552-4884    ,1552-4892    ,0,0,0,0,0,0,0,0,0,0,0,0,26,31,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Anatomical Record Part B: The New Anatomist,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-4914,AR                  ,1552-4906    ,1552-4914    ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Art Book,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8357,ARTB                ,1368-6267    ,1467-8357    ,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0
The Australian Journal of Anthropology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1757-6547,TAJA                ,1035-8811    ,1757-6547    ,2,7,11,2,5,4,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
The Australian Journal of Hospital Pharmacy,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)0310-6810,JPPR                ,0310-6810    ,0310-6810    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
The Breast Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1524-4741,TBJ                 ,1075-122X    ,1524-4741    ,114,49,34,25,31,16,10,19,14,15,16,15,30,6,3,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0
The British Journal of Politics & International Relations,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-856X,BJPI                ,1369-1481    ,1467-856X    ,0,0,0,3,20,3,6,9,1,1,1,1,1,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
The British Journal of Sociology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-4446,BJOS                ,0007-1315    ,1468-4446    ,14,35,25,8,14,21,15,12,24,15,12,20,14,4,9,2,16,4,24,5,0,0,0,0,0,0,0,0,0,0
The Brown University Child & Adolescent Psychopharmacology Update,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1556-7567,CPU                 ,1527-8395    ,1556-7567    ,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brown University Child and Adolescent Behavior Letter,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1556-7575,CBL                 ,1058-1073    ,1556-7575    ,0,18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brown University Child and Adolescent Behavior Letter,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1556-7575a,CBL                 ,0898-2562    ,1556-7575    ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brown University Digest of Addiction Theory and Application,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1556-7559,DATA                ,1040-6328    ,1556-7559    ,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brown University Psychopharmacology Update,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1556-7532,PU                  ,1068-5308    ,1556-7532    ,0,6,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bulletin of the Ecological Society of America,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2327-6096,BES2                ,0012-9623    ,2327-6096    ,0,117,37,10,11,5,3,6,3,16,13,0,3,4,1,0,0,1,1,0,0,2,1,2,0,0,1,0,0,11
The Canadian Geographer / Le GÃ©ographe canadien,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1541-0064,CAG                 ,0008-3658    ,1541-0064    ,2,6,25,15,2,5,1,17,2,0,0,2,7,6,3,2,1,2,0,0,0,3,0,0,0,0,0,0,0,0
The Canadian Journal of Chemical Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1939-019X,CJCE                ,0008-4034    ,1939-019X    ,20,23,17,10,9,1,8,1,7,1,2,0,0,1,1,4,8,8,1,9,4,6,3,3,7,19,2,4,4,98
The Career Development Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2161-0045,CDQ                 ,0889-4019    ,2161-0045    ,0,2,1,0,2,4,0,0,1,0,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0
