Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 to 2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
Sociology Compass,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-9020,SOC4                ,1751-9020    ,1751-9020    ,0,60,8,18,25,5,13,26,15,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sociology of Health & Illness,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9566,SHIL                ,0141-9889    ,1467-9566    ,4,14,15,21,15,7,10,15,26,25,11,12,19,13,12,5,5,6,10,6,2,4,4,2,5,1,0,2,47
Software Process: Improvement and Practice,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1670,SPIP                ,1077-4866    ,1099-1670    ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Software Testing, Verification and Reliability",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1689,STVR                ,0960-0833    ,1099-1689    ,3,32,40,28,24,26,7,1,6,1,6,3,3,3,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0
Software: Practice and Experience,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-024X,SPE                 ,0038-0644    ,1097-024X    ,1,2,4,3,0,0,5,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Soil Science & Plant Nutrition,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-0765,SSPN                ,0038-0768    ,1747-0765    ,0,0,0,0,0,0,0,3,2,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soil Use and Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-2743,SUM                 ,0266-0032    ,1475-2743    ,0,57,18,8,6,7,7,14,8,12,2,9,9,0,4,3,4,7,0,1,10,0,0,0,0,0,0,0,0
Sonography,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2054-6750,SONO                ,2202-8323    ,2054-6750    ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South African Journal of Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1813-6982,SAJE                ,0038-2280    ,1813-6982    ,0,8,3,0,3,1,0,0,1,1,3,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,9
Southeastern Political Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-1346a,POLP                ,0730-2177    ,1747-1346    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Southern Economic Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2325-8012,SOEJ                ,0038-4038    ,2325-8012    ,0,4,11,4,4,5,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Weather,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-7390,SWE                 ,1542-7390    ,1542-7390    ,0,27,19,16,1,8,1,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Special Care in Dentistry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-4505,SCD                 ,0275-1879    ,1754-4505    ,0,8,2,2,0,0,0,2,1,1,0,1,0,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0
Spirituality and Health International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1557-0665,SHI                 ,1743-1867    ,1557-0665    ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sports Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-6190,JST                 ,1934-6182    ,1934-6190    ,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stahlbau,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1437-1049,STAB                ,0038-9145    ,1437-1049    ,0,8,0,5,3,1,0,2,1,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Starch - StÃ¤rke,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-379X,STAR                ,0038-9056    ,1521-379X    ,1,10,9,9,4,3,11,6,3,3,2,2,3,4,3,4,10,3,3,1,1,5,2,1,2,2,4,5,33
STEM CELLS,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1549-4918,STEM                ,1066-5099    ,1549-4918    ,0,399,547,489,130,132,78,81,118,98,146,84,44,51,13,12,16,3,4,22,10,10,9,2,1,0,0,0,0
STEM CELLS Translational Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2157-6580,SCT3                ,2157-6564    ,2157-6580    ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVA Newsletter,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2163-4211,VAR                 ,1046-7688    ,2163-4211    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stat,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2049-1573,STA4                ,2049-1573    ,2049-1573    ,0,14,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Statistica Neerlandica,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9574,STAN                ,0039-0402    ,1467-9574    ,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Statistical Analysis and Data Mining: The ASA Data Science Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-1872,SAM                 ,1932-1864    ,1932-1872    ,0,12,8,5,2,12,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Statistics in Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0258,SIM                 ,0277-6715    ,1097-0258    ,1,109,78,44,35,26,37,19,18,46,18,14,7,22,21,39,16,9,5,28,10,6,26,6,6,8,14,20,24
Steel Construction,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1867-0539,STCO                ,1867-0520    ,1867-0539    ,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strain,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-1305,STR                 ,0039-2103    ,1475-1305    ,0,8,0,7,2,2,2,0,3,1,4,3,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Strategic Change,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1697,JSC                 ,1086-1718    ,1099-1697    ,0,11,0,3,4,5,0,0,0,1,0,3,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Strategic Enrollment Management Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2325-4750,SEM3                ,2325-4750    ,2325-4750    ,0,18,17,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strategic Entrepreneurship Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-443X,SEJ                 ,1932-4391    ,1932-443X    ,0,14,2,6,2,5,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strategic Management Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0266,SMJ                 ,0143-2095    ,1097-0266    ,0,219,109,206,45,50,37,21,24,17,18,12,20,14,10,13,12,10,10,6,7,11,0,0,0,0,2,1,1
Stress Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1700,SMI                 ,0748-8386    ,1099-1700    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Stress and Health,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1532-2998,SMI                 ,1532-3005    ,1532-2998    ,8,16,5,3,3,2,1,5,2,0,1,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Structural Concrete,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1751-7648,SUCO                ,1464-4177    ,1751-7648    ,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Structural Control and Health Monitoring,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1545-2263,STC                 ,1545-2255    ,1545-2263    ,2,5,0,1,2,0,2,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Student Affairs Today,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1943-7552,SAY                 ,1098-5166    ,1943-7552    ,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Studia Linguistica,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9582,STUL                ,0039-3193    ,1467-9582    ,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Studies in Applied Mathematics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9590,SAPM                ,0022-2526    ,1467-9590    ,0,5,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Studies in Ethnicity and Nationalism,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-9469,SENA                ,1473-8481    ,1754-9469    ,0,22,31,10,46,32,39,24,26,31,26,28,8,14,16,19,20,0,0,0,0,0,0,0,0,0,0,0,0
Studies in Family Planning,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1728-4465,SIFP                ,0039-3665    ,1728-4465    ,0,23,6,29,2,6,4,8,4,6,0,3,2,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0
Successful Fundraising,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2325-8624,SFR                 ,1070-9061    ,2325-8624    ,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suicide and Life-Threatening Behavior,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1943-278X,SLTB                ,0363-0234    ,1943-278X    ,7,60,33,18,14,8,1,4,3,1,8,5,7,5,1,2,2,9,0,1,4,4,2,0,0,4,0,0,12
Support for Learning,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9604,SUFL                ,0268-2141    ,1467-9604    ,0,6,2,0,6,1,1,0,0,4,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Surface and Interface Analysis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9918,SIA                 ,0142-2421    ,1096-9918    ,0,29,15,6,9,10,8,4,7,10,1,6,7,8,4,14,15,3,1,1,1,4,2,4,1,6,7,3,33
Surgical Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-1633,ASH                 ,1744-1625    ,1744-1633    ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sustainable Development,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1719,SD                  ,0968-0802    ,1099-1719    ,1,14,9,3,8,0,11,9,0,2,3,0,6,0,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0
Swiss Political Science Review,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1662-6370,SPSR                ,1424-7755    ,1662-6370    ,0,4,4,1,1,4,10,2,4,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0
Symbolic Interaction,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1533-8665,SYMB                ,0195-6086    ,1533-8665    ,0,8,8,3,18,9,0,8,2,2,0,0,3,1,2,0,1,0,0,6,2,0,0,0,0,0,0,0,0
Synapse,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2396,SYN                 ,0887-4476    ,1098-2396    ,0,33,11,6,4,6,8,10,4,2,3,3,9,8,4,3,9,6,1,1,1,1,6,0,1,1,2,0,3
Syntax,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9612,SYNT                ,1368-0005    ,1467-9612    ,0,4,9,0,0,1,5,2,0,3,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
System Dynamics Review,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1727,SDR                 ,0883-7066    ,1099-1727    ,0,9,10,1,1,5,0,1,1,2,4,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
Systematic Entomology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3113,SYEN                ,0307-6970    ,1365-3113    ,0,31,35,11,2,20,8,12,6,14,1,1,4,4,1,0,3,1,5,0,0,0,0,0,0,0,0,0,5
Systems Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6858,SYS                 ,1098-1241    ,1520-6858    ,0,8,7,4,7,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Systems Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1735,SRES                ,0731-7239    ,1099-1735    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Systems and Computers in Japan,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-684X,SCJ                 ,0882-1666    ,1520-684X    ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
steel research international,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1869-344X,SRIN                ,1611-3683    ,1869-344X    ,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Systems Research and Behavioral Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1743a,SRES                ,1092-7026    ,1099-1743    ,3,20,12,1,1,2,0,1,0,0,1,0,2,3,4,0,2,1,0,1,2,0,0,0,0,0,0,0,0
TESOL Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1949-3533,TESJ                ,1056-7941    ,1949-3533    ,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TESOL Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1545-7249,TESQ                ,0039-8322    ,1545-7249    ,0,9,2,8,4,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,2,0,0,0,0,0,0,0,0
Teaching Anthropology: Society for Anthropology in Community Colleges Notes,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1941-4161,TEAN                ,1537-1751    ,1941-4161    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0
Teaching Statistics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9639,TEST                ,0141-982X    ,1467-9639    ,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2
Teaching Theology & Religion,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9647,TETH                ,1368-4868    ,1467-9647    ,0,5,2,1,1,6,1,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tectonics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-9194,TECT                ,0278-7407    ,1944-9194    ,0,124,26,13,11,5,10,19,7,0,13,7,3,8,4,6,3,0,1,2,6,3,3,3,2,8,1,0,9
Tellus,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2153-3490,TUS                 ,0040-2826    ,2153-3490    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Tellus A,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0870,TELA                ,0280-6495    ,1600-0870    ,0,0,0,0,0,0,1,2,0,2,2,0,1,1,0,1,0,0,0,0,0,1,4,1,0,0,0,2,1
Tellus B,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0889,TEB                 ,0280-6509    ,1600-0889    ,0,0,0,0,0,0,5,3,6,5,10,1,0,3,5,1,0,2,2,1,0,1,1,0,0,4,1,0,2
"Teratogenesis, Carcinogenesis, and Mutagenesis",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6866,TCM                 ,0270-3211    ,1520-6866    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
Teratology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9926,TERA                ,0040-3709    ,1096-9926    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,5,3,0,4,0,3,27
Terra Nova,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3121,TER                 ,0954-4879    ,1365-3121    ,0,19,3,0,1,1,0,1,4,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrestrial Magnetism and Atmospheric Electricity,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)0096-8013,TMA3                ,0096-8013    ,0096-8013    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
The American Journal on Addictions,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1521-0391,AJAD                ,1055-0496    ,1521-0391    ,2,36,20,10,4,4,1,4,1,4,4,4,0,3,5,1,7,2,3,4,2,0,1,0,0,1,0,0,0
The Anatomical Record,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0185,AR                  ,0003-276X    ,1097-0185    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,10,6,3,5,2,25,3,4,10,7,8,163
The Anatomical Record,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-8494,AR                  ,1932-8486    ,1932-8494    ,0,31,22,43,89,30,23,25,35,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Anatomical Record Part A: Discoveries in Molecular, Cellular, and Evolutionary Biology",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-4892,AR                  ,1552-4884    ,1552-4892    ,0,0,0,0,0,0,0,0,0,0,0,16,15,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Anatomical Record Part B: The New Anatomist,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-4914,AR                  ,1552-4906    ,1552-4914    ,0,0,0,0,0,0,0,0,0,0,0,4,3,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Art Book,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8357,ARTB                ,1368-6267    ,1467-8357    ,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Australian Journal of Anthropology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1757-6547,TAJA                ,1035-8811    ,1757-6547    ,0,3,0,5,1,0,0,0,0,2,0,1,2,1,0,3,0,1,7,0,0,0,0,0,0,0,0,0,0
The Breast Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1524-4741,TBJ                 ,1075-122X    ,1524-4741    ,0,94,27,21,26,12,20,15,13,6,11,5,14,9,1,0,8,1,3,0,0,0,0,0,0,0,0,0,0
The British Journal of Politics & International Relations,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-856X,BJPI                ,1369-1481    ,1467-856X    ,3,0,2,5,0,2,0,0,0,1,3,0,3,16,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0
The British Journal of Sociology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-4446,BJOS                ,0007-1315    ,1468-4446    ,0,24,16,14,28,2,12,11,10,36,5,7,14,10,3,22,0,11,1,0,0,0,0,0,0,0,0,0,0
The Brown University Child & Adolescent Psychopharmacology Update,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1556-7567,CPU                 ,1527-8395    ,1556-7567    ,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brown University Child and Adolescent Behavior Letter,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1556-7575,CBL                 ,1058-1073    ,1556-7575    ,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brown University Psychopharmacology Update,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1556-7532,PU                  ,1068-5308    ,1556-7532    ,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bulletin of the Ecological Society of America,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2327-6096,BES2                ,0012-9623    ,2327-6096    ,0,105,23,2,12,4,12,2,7,2,1,4,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,2
The Canadian Geographer / Le GÃ©ographe canadien,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1541-0064,CAG                 ,0008-3658    ,1541-0064    ,0,27,5,9,3,0,9,1,0,0,0,1,8,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Canadian Journal of Chemical Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1939-019X,CJCE                ,0008-4034    ,1939-019X    ,0,49,11,4,5,3,4,9,3,0,0,5,3,2,1,1,2,0,1,0,5,1,0,4,5,3,6,6,111
The Career Development Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2161-0045,CDQ                 ,0889-4019    ,2161-0045    ,0,1,2,0,4,1,0,2,0,1,3,0,0,4,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0
The Chemical Record,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1528-0691,TCR                 ,1527-8999    ,1528-0691    ,7,64,15,8,11,6,2,3,6,1,2,2,13,6,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0
The Clinical Respiratory Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1752-699X,CRJ                 ,1752-6981    ,1752-699X    ,51,17,7,11,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Clinical Teacher,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1743-498X,TCT                 ,1743-4971    ,1743-498X    ,4,59,34,6,8,12,4,5,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Department Chair,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1936-4393,DCH                 ,1049-3255    ,1936-4393    ,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Developing Economies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1746-1049,DEVE                ,0012-1533    ,1746-1049    ,0,15,9,2,5,5,1,4,1,3,2,5,1,0,0,4,0,0,1,0,1,1,1,0,2,0,0,0,23
The Econometrics Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1368-423X,ECTJ                ,1368-4221    ,1368-423X    ,0,8,7,1,7,1,10,0,4,1,1,0,1,4,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0
The Economic History Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0289,EHR                 ,0013-0117    ,1468-0289    ,0,24,13,17,6,15,2,4,2,20,5,3,0,1,0,2,10,0,0,1,4,2,0,0,0,0,0,0,0
The Economic Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0297,ECOJ                ,0013-0133    ,1468-0297    ,24,87,123,64,42,76,38,73,43,46,51,55,43,50,36,53,7,6,8,4,16,0,0,0,0,0,0,0,0
The EMBO Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1460-2075,EMBJ                ,0261-4189    ,1460-2075    ,8,156,130,60,17,17,21,19,10,8,7,16,3,9,8,14,10,4,8,6,19,0,0,0,0,0,0,0,0
The Ecumenical Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-6623,EREV                ,0013-0796    ,1758-6623    ,0,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The FEBS Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1742-4658,FEBS                ,1742-464X    ,1742-4658    ,0,469,249,143,277,127,135,114,141,120,116,75,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Geographical Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4959,GEOJ                ,0016-7398    ,1475-4959    ,4,16,30,16,10,6,3,1,8,4,6,16,4,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
The German Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1756-1183,GEQU                ,0016-8831    ,1756-1183    ,0,3,4,1,1,2,1,0,0,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Heythrop Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2265,HEYJ                ,0018-1196    ,1468-2265    ,4,13,15,5,1,5,5,0,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Howard Journal of Crime and Justice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2059-1101,HOJO                ,2059-1098    ,2059-1101    ,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Howard Journal of Criminal Justice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2311,HOJO                ,0265-5527    ,1468-2311    ,0,0,4,3,2,0,0,0,1,1,1,3,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The International Executive,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-709X,TIE                 ,0020-6652    ,1522-709X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The International Journal of Cell Cloning,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1549-4918backfile,STEM                ,0737-1454    ,1549-4918    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
