Journal Report 1 (R4),Number of Successful Full-Text Article Requests by Month and Journal,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,
2016-01-01 to 2016-12-31,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Reporting Period Total,Reporting Period HTML,Reporting Period PDF,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16
Psychology & Marketing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6793,MAR,0742-6046,1520-6793,242,95,147,15,17,20,14,21,9,18,19,25,37,24,23
"Psychology and Psychotherapy: Theory, Research and Practice",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-8341,PAPT,1476-0835,2044-8341,25,7,18,0,1,5,2,0,1,2,3,0,8,2,1
Psychology in the Schools,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6807,PITS,0033-3085,1520-6807,69,22,47,6,8,4,8,7,4,6,4,7,5,8,2
Psychology of Women Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1471-6402,PWQU,0361-6843,1471-6402,66,42,24,1,1,7,13,13,1,4,0,5,8,10,3
PsychologyOpen,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2053-0153,PSY5,2053-0153,2053-0153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychophysiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-8986,PSYP,0048-5772,1469-8986,436,175,261,16,19,16,27,16,18,35,52,41,81,58,57
Psychotherapy and Politics International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1556-9195,PPI,1476-9263,1556-9195,4,0,4,0,0,0,0,0,0,0,0,2,2,0,0
Public Administration,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9299,PADM,0033-3298,1467-9299,152,66,86,11,3,20,40,13,8,5,3,14,14,14,7
Public Administration and Development,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-162X,PAD,0271-2075,1099-162X,72,11,61,0,10,10,11,10,0,4,3,2,10,10,2
Public Administration Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6210,PUAR,0033-3352,1540-6210,409,147,262,17,64,65,44,15,14,20,13,42,55,28,32
Public Budgeting & Finance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5850,PBAF,0275-1100,1540-5850,83,31,52,0,2,3,7,9,1,0,14,10,27,9,1
Public Health Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1446,PHN,0737-1209,1525-1446,200,66,134,9,11,12,12,7,3,9,12,96,9,14,6
Public Policy Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-540X,NEWE,1744-5396,1744-540X,16,0,16,0,0,0,0,1,0,1,0,2,1,10,1
QSAR & Combinatorial Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1611-0218,2022,1611-020X,1611-0218,17,0,17,0,3,2,0,2,2,5,2,0,1,0,0
Quality and Reliability Engineering International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1638,QRE,0748-8017,1099-1638,52,12,40,0,0,3,3,1,3,5,8,3,15,4,7
Quality Assurance and Safety of Crops & Foods,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1757-837X,QAS,1757-8361,1757-837X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantitative Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1759-7331,QUAN,1759-7323,1759-7331,46,0,46,4,2,4,2,7,2,3,5,7,7,2,1
Quantitative Structure-Activity Relationships,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3838,2022,0931-8771,1521-3838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quarterly Journal of Experimental Physiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-445Xa,EPH,0144-8757,1469-445X,30,0,30,0,4,2,4,1,4,1,3,3,2,4,2
Quarterly Journal of Experimental Physiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-445Xc,EPH,0370-2901,1469-445X,6,0,6,0,0,2,0,0,2,0,0,1,1,0,0
Quarterly Journal of Experimental Physiology and Cognate Medical Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-445Xb,EPH,0033-5541,1469-445X,38,0,38,4,2,1,0,4,3,4,3,8,1,4,4
Quarterly Journal of the Royal Meteorological Society,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1477-870X,QJ,0035-9009,1477-870X,282,36,246,14,28,16,41,14,20,18,24,27,33,28,19
R&D Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9310,RADM,0033-6807,1467-9310,44,7,37,3,1,1,3,4,2,5,9,2,7,7,0
Radiation Oncology Investigations,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6823,ROI,1065-7541,1520-6823,5,0,5,1,0,0,1,1,0,1,0,0,1,0,0
Radio Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-799X,RDS,0048-6604,1944-799X,304,99,205,9,22,26,28,30,29,21,25,43,34,32,5
Radiographer,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2051-3909a,JMRS,0033-8273,2051-3909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Random Structures & Algorithms,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2418,RSA,1042-9832,1098-2418,36,3,33,3,3,2,2,12,2,0,1,5,5,1,0
Rapid Communications in Mass Spectrometry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0231,RCM,0951-4198,1097-0231,469,204,265,32,48,28,44,31,38,44,67,30,65,19,23
Ratio,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9329,RATI,0034-0006,1467-9329,54,20,34,4,7,1,4,1,1,13,4,2,12,0,5
Ratio Juris,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9337,RAJU,0952-1917,1467-9337,22,6,16,0,5,4,1,0,0,0,4,1,0,4,3
Reading,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9345,LIT,0034-0472,1467-9345,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Reading Research Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1936-2722,RRQ,0034-0553,1936-2722,15,1,14,0,1,0,0,0,0,2,1,4,4,1,2
Real Estate Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6229,REEC,1080-8620,1540-6229,283,162,121,2,15,4,122,13,11,27,23,17,23,11,15
Recruiting & Retaining Adult Learners,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2155-6458,NSR,2155-644X,2155-6458,5,4,1,0,0,0,0,0,0,4,0,0,0,1,0
Recueil des Travaux Chimiques des Pays-Bas,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)0165-0513,RECL,0165-0513,0165-0513,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0
Recueil des Travaux Chimiques des Pays-Bas et de la Belgique,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)0370-7539,RECL,0370-7539,0370-7539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regeneration,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2052-4412,REG2,2052-4412,2052-4412,12,3,9,0,0,0,1,3,0,1,5,1,0,1,0
Regional Science Policy & Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1757-7802,RSP3,1757-7802,1757-7802,14,7,7,1,0,0,1,0,1,1,4,0,2,4,0
Regulated Rivers: Research & Management,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1646,RRA,0886-9375,1099-1646,25,0,25,0,1,1,3,2,3,10,0,0,4,0,1
Regulation & Governance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-5991,REGO,1748-5983,1748-5991,122,74,48,3,26,0,2,5,2,3,21,22,21,8,9
Rehabilitation Nursing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2048-7940,RNJ,0278-4807,2048-7940,120,54,66,5,7,10,10,6,13,6,0,14,14,23,12
Religion Compass,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-8171,REC3,1749-8171,1749-8171,185,93,92,0,22,3,6,15,2,2,9,7,16,81,22
Religious Studies Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-0922,RSR,0319-485X,1748-0922,132,82,50,1,5,4,13,5,7,7,31,6,18,20,15
Remediation Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6831,REM,1051-5658,1520-6831,9,1,8,0,1,1,0,1,0,0,1,1,1,2,1
Remote Sensing in Ecology and Conservation,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2056-3485,RSE2,2056-3485,2056-3485,12,4,8,0,2,1,2,0,1,0,0,4,2,0,0
Renaissance Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1477-4658,REST,0269-1213,1477-4658,187,74,113,8,70,28,6,16,3,17,3,9,7,8,12
Repertorium novarum specierum regni vegetabilis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-239X,2243,0374-6577,1522-239X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Repertorium novarum specierum regni vegetabilis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-239Xa,2243,0375-121X,1522-239X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reproduction in Domestic Animals,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0531,RDA,0936-6768,1439-0531,1721,249,1472,28,55,47,62,51,46,46,1199,48,41,55,43
Reproductive Medicine and Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-0578,RMB,1445-5781,1447-0578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research and Practice in Thrombosis and Haemostasis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2475-0379,RTH2,2475-0379,2475-0379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research in Nursing & Health,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-240X,NUR,0160-6891,1098-240X,114,20,94,12,8,13,12,11,8,9,8,6,12,9,6
Research Intelligence,John Wiley and Sons,Wiley Online Library,10.1001/(ISSN)1469-3518a,BERJ,0307-9023,1469-3518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Synthesis Methods,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1759-2887,JRSM,1759-2879,1759-2887,53,20,33,1,0,0,18,4,2,9,6,2,6,5,0
Research World,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2330-4448,RWM3,1567-3073,2330-4448,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0
Resource Geology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-3928,RGE,1344-1698,1751-3928,6,1,5,0,0,1,0,0,0,0,0,1,3,1,0
Respirology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1843,RESP,1323-7799,1440-1843,424,125,299,87,35,23,43,24,14,32,37,30,51,21,27
Respirology Case Reports,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2051-3380,RCR2,2051-3380,2051-3380,11,4,7,2,2,0,2,1,0,0,1,1,2,0,0
Restoration Ecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1526-100X,REC,1061-2971,1526-100X,326,142,184,12,12,18,28,25,18,14,16,58,85,30,10
Review of Agricultural Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9353,RAEC,1058-7195,1467-9353,5,3,2,1,0,0,0,4,0,0,0,0,0,0,0
Review of Behavioral Finance,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1940-5987,RBF,1940-5979,1940-5987,4,2,2,0,0,0,0,0,0,0,0,0,0,4,0
Review of Development Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9361,RODE,1363-6669,1467-9361,154,51,103,8,25,5,13,10,3,20,8,19,14,12,17
Review of Economic Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-937X,ROES,0034-6527,1467-937X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Review of Education,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2049-6613,REV3,2049-6613,2049-6613,4,2,2,0,0,0,0,0,0,1,0,1,1,1,0
Review of Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2049-6613,REV3,2049-6613,2049-6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Review of European Community & International Environmental Law,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9388,REEL,0962-8797,1467-9388,8,3,5,0,0,0,3,0,0,1,0,1,1,1,1
"Review of European, Comparative & International Environmental Law",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-0394,REEL,2050-0386,2050-0394,19,6,13,0,1,0,1,0,4,6,1,0,2,2,2
Review of Financial Economics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1873-5924,RFE,1058-3300,1873-5924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Review of Income and Wealth,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4991,ROIW,0034-6586,1475-4991,145,54,91,6,15,15,10,17,2,16,9,13,13,9,20
Review of International Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9396,ROIE,0965-7576,1467-9396,85,23,62,3,0,1,7,10,2,9,6,10,18,8,11
Review of Policy Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1541-1338,ROPR,1541-132X,1541-1338,190,104,86,5,5,63,10,14,3,20,15,10,20,19,6
Review of Progress in Coloration and Related Topics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1478-4408a,COTE,0557-9325,1478-4408,6,0,6,0,0,1,0,1,1,2,0,0,0,1,0
Review of Urban & Regional Development Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-940X,RURD,0917-0553,1467-940X,9,4,5,1,0,1,0,0,0,0,0,0,3,3,1
Reviews in Aquaculture,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1753-5131,RAQ,1753-5123,1753-5131,58,16,42,0,1,1,3,5,4,8,5,17,4,4,6
Reviews in Clinical and Experimental Hematology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0734,RCH,1127-0020,1468-0734,4,3,1,0,0,0,0,1,0,0,0,0,0,0,3
Reviews in Medical Virology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1654,RMV,1052-9276,1099-1654,102,23,79,10,10,7,6,2,12,11,13,13,10,2,6
Reviews in Religion & Theology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9418,RIRT,1350-7303,1467-9418,30,22,8,0,1,2,2,0,4,0,1,8,1,5,6
Reviews of Geophysics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-9208,ROG,8755-1209,1944-9208,367,132,235,22,37,32,52,42,15,36,22,33,32,25,19
Revista Internacional de Seguridad Social,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1752-1734,ISSS,0250-605X,1752-1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revista Internacional del Trabajo,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1564-9148,ILRS,0378-5548,1564-9148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revue internationale de sÃ©curitÃ© sociale,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1752-1718,ISSF,0379-0312,1752-1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revue internationale du Travail,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1564-9121,ILRF,0378-5599,1564-9121,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0
Revue Romane,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0811,RRO,0035-3906,1600-0811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risk Analysis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1539-6924,RISA,0272-4332,1539-6924,1560,828,732,76,184,151,159,294,61,66,51,303,132,54,29
Risk Management and Insurance Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6296,RMIR,1098-1616,1540-6296,16,9,7,2,0,0,0,1,1,0,3,0,5,3,1
"Risk, Hazards & Crisis in Public Policy",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-4079,RHC3,1944-4079,1944-4079,30,14,16,6,2,0,4,1,0,1,2,8,2,4,0
RISKNEWS,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1616-0045,2138,1612-8931,1616-0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
River Research and Applications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1535-1467,RRA,1535-1459,1535-1467,186,51,135,2,10,10,13,15,24,20,16,27,12,21,16
Rural Sociology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1549-0831,RUSO,0036-0112,1549-0831,286,77,209,10,16,22,23,33,12,24,30,22,37,17,40
Russian Economic Trends,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9426,RUET,0967-0793,1467-9426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scandinavian Journal of Caring Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1471-6712,SCS,0283-9318,1471-6712,71,25,46,9,5,6,8,6,4,2,5,8,5,7,6
Scandinavian Journal of Haematology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0609a,EJH,0036-553X,1600-0609,17,0,17,1,1,1,3,0,1,4,2,2,1,1,0
Scandinavian Journal of Immunology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3083,SJI,0300-9475,1365-3083,262,81,181,23,19,21,27,26,21,23,27,14,26,20,15
Scandinavian Journal of Medicine & Science in Sports,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0838,SMS,0905-7188,1600-0838,278,119,159,22,21,23,20,12,13,18,23,28,47,30,21
Scandinavian Journal of Metallurgy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0692,SJM,0371-0459,1600-0692,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0
Scandinavian Journal of Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9450,SJOP,0036-5564,1467-9450,121,41,80,3,6,9,12,18,4,6,9,12,24,12,6
Scandinavian Journal of Social Welfare,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2397a,IJSW,0907-2055,1468-2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scandinavian Journal of Statistics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9469,SJOS,0303-6898,1467-9469,55,14,41,3,1,5,5,0,2,14,5,12,6,1,1
Scandinavian Political Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9477,SCPS,0080-6757,1467-9477,45,18,27,2,2,0,6,1,3,3,7,1,5,15,0
Scanning,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-8745,SCA,0161-0457,1932-8745,69,12,57,6,3,5,0,7,19,8,6,2,3,8,2
School Science and Mathematics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1949-8594,SSM,0036-6803,1949-8594,78,45,33,0,1,3,15,9,2,0,2,3,7,11,25
Science Education,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-237X,SCE,0036-8326,1098-237X,218,40,178,4,14,19,16,20,34,40,11,10,25,19,6
Science News,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1943-0930,SCIN,0036-8423,1943-0930,84,68,16,2,8,3,0,3,2,1,6,32,14,7,6
Scottish Journal of Political Economy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9485,SJPE,0036-9292,1467-9485,59,36,23,2,2,8,24,9,0,0,2,2,3,3,4
Security and Communication Networks,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1939-0122,SEC,1939-0114,1939-0122,93,11,82,1,1,2,0,0,0,16,19,21,27,1,5
Security and Privacy,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2475-6725,SPY2,2475-6725,2475-6725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedimentology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-3091,SED,0037-0746,1365-3091,59,15,44,0,5,3,0,7,0,5,7,7,23,1,1
Seminars in Dialysis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-139X,SDI,0894-0959,1525-139X,331,122,209,35,27,22,28,35,14,17,33,34,39,31,16
Seminars in Surgical Oncology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2388,SSU,8756-0437,1098-2388,22,0,22,0,0,2,6,0,2,4,1,3,1,3,0
Sensors Update,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1616-8984,2081,1432-2404,1616-8984,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
SEPARATION SCIENCE PLUS,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2573-1815,E555,2573-1815,2573-1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sexual Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-1161,SM2,2050-1161,2050-1161,4,1,3,0,1,0,1,0,2,0,0,0,0,0,0
Sexual Medicine Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-0521,SMRJ,2050-0513,2050-0521,18,12,6,5,1,0,5,5,0,0,0,0,0,2,0
Shoulder & Elbow,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-5740,SAE,1758-5732,1758-5740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SID Symposium Digest of Technical Papers,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2168-0159,SDTP,0097-966X,2168-0159,194,7,187,4,20,39,17,79,7,7,4,3,9,2,3
Signal Transduction,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1615-4061,2270,1615-4053,1615-4061,5,0,5,0,0,0,2,1,0,0,2,0,0,0,0
Significance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1740-9713,SIGN,1740-9705,1740-9713,157,35,122,2,26,8,12,3,5,1,8,9,55,15,13
Singapore Journal of Tropical Geography,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9493,SJTG,0129-7619,1467-9493,99,52,47,3,4,22,3,4,1,2,29,8,14,4,5
Single Molecules,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1438-5171,2219,1438-5163,1438-5171,13,0,13,0,0,0,0,0,3,5,1,1,0,3,0
Skandinavisches Archiv FÃ¼r Physiologie,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-1716a,APHA,0370-839X,1748-1716,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0
Skin Research and Technology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0846,SRT,0909-752X,1600-0846,112,34,78,5,13,35,7,2,8,4,8,5,14,8,3
SKINmed: Dermatology for the Clinician,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-7125,SKM,1540-9740,1751-7125,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Sleep and Biological Rhythms,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1479-8425,SBR,1446-9235,1479-8425,29,16,13,2,2,0,7,1,5,1,3,3,1,4,0
Small,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1613-6829,2296,1613-6810,1613-6829,2754,1430,1324,191,232,216,200,214,163,236,268,259,281,261,233
Small Methods,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2366-9608,E770,2366-9608,2366-9608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social and Personality Psychology Compass,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-9004,SPC3,1751-9004,1751-9004,377,195,182,17,25,29,34,49,15,16,25,54,36,43,34
Social Anthropology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-8676,SOCA,0964-0282,1469-8676,203,94,109,8,8,6,10,10,8,7,18,18,76,17,17
Social Development,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9507,SODE,0961-205X,1467-9507,148,76,72,5,28,27,17,6,11,6,0,12,16,7,13
Social Issues and Policy Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-2409,SIPR,1751-2395,1751-2409,43,27,16,3,0,2,3,1,7,1,5,3,5,9,4
Social Policy & Administration,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9515,SPOL,0144-5596,1467-9515,117,68,49,2,11,5,12,12,2,10,9,0,29,11,14
Social Policy Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2379-3988,SOP2,2379-3988,2379-3988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Science Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6237,SSQU,0038-4941,1540-6237,426,252,174,11,10,47,36,44,21,41,32,35,55,61,33
Society for the Anthropology of Europe Bulletin,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1556-5823a,JSAE,1556-5823,1556-5823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sociologia Ruralis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9523,SORU,0038-0199,1467-9523,118,22,96,6,9,6,9,6,3,11,16,20,16,7,9
Sociological Forum,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1573-7861,SOCF,0884-8971,1573-7861,189,104,85,11,18,17,16,21,13,8,5,17,37,18,8
Sociological Inquiry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-682X,SOIN,0038-0245,1475-682X,141,54,87,3,21,10,10,17,6,7,0,9,23,25,10
Sociological Methodology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9531,SOME,0081-1750,1467-9531,32,14,18,4,3,4,1,2,0,3,1,2,5,1,6
Sociological Theory,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9558,SOTH,0735-2751,1467-9558,77,24,53,5,14,18,7,6,0,5,5,7,4,1,5
Sociology Compass,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-9020,SOC4,1751-9020,1751-9020,218,122,96,8,19,11,25,10,5,24,12,22,40,24,18
Sociology of Health & Illness,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-9566,SHIL,0141-9889,1467-9566,325,130,195,14,32,35,62,22,17,16,18,42,19,31,17
Software Focus,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1529-7950,SWF,1529-7942,1529-7950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Process: Improvement and Practice,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1670,SPIP,1077-4866,1099-1670,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Software Testing, Verification and Reliability",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1689,STVR,0960-0833,1099-1689,197,154,43,0,0,0,0,0,0,1,192,0,4,0,0
